Section/Column,Name,Notes
Archive,MSO.LIVE Subscribers (Discontinued),"MSO.LIVE customer access (including staff complimentary access) will end 11.59pm 28 Feb, 2025
Annual subscribers will continue to have access to all concert content until this time. If their current subscription period extends past 28 February 2025, we will refund the unused portion of the subscription period, on a pro rata basis. If a renewal is upcoming, this will be charged at $12 and access will remain until Feb 28. Monthly subscriptions ($15 per month) will remain active and available until Jan 29. Gold members will be offered an additional pair of complimentary tickets to make up for the loss of this benefit from their membership

Below is a breakdown of what we communicated to MSO.Live subscribers late last year when we announced it's discontinuation. 
    https://tracking.wordfly.com/view?sid=MTQ4Ml80NTU4N184XzcxODM&utm_source=wordfly&utm_medium=email&utm_campaign=MKT_MSOLIVE_Sunset_monthly&utm_content=version_A&sourceNumber=
    https://tracking.wordfly.com/view?sid=MTQ4Ml80NTU4OF84XzcxNzc&utm_source=wordfly&utm_medium=email&utm_campaign=MKT_MSOLIVE_Sunset_annual_renewal&utm_content=version_A&sourceNumber=
    https://tracking.wordfly.com/view?sid=MTQ4Ml80NTU2Ml84XzY5OTI&utm_source=wordfly&utm_medium=email&utm_campaign=MKT_MSOLIVE_Sunset_annual_refund&utm_content=version_A&sourceNumber=
    https://tracking.wordfly.com/view?sid=MTQ4Ml80NTU5MF84XzcxMzY&utm_source=wordfly&utm_medium=email&utm_campaign=MKT_MSOLIVE_Sunset_comp&utm_content=version_A&sourceNumber=
    https://tracking.wordfly.com/view?sid=MTQ4Ml80NTU5NF84XzcwOTE&utm_source=wordfly&utm_medium=email&utm_campaign=MKT_MSOLIVE_Sunset_FOTMSO&utm_content=version_A&sourceNumber=
    https://tracking.wordfly.com/view?sid=MTQ4Ml80NTU5M184XzcxMzI&utm_source=wordfly&utm_medium=email&utm_campaign=MKT_MSOLIVE_Sunset_GP&utm_content=version_A&sourceNumber=

MSO.Live Discount Membership (annual renewal between now and end of MSO.Live):
Membership level: MSO.Live Disc. 
Constituency: MLD

MSO.LIVE subscribers are customer who have purchased an MSO.LIVE subscription. They may or may not also have a regular subscription or other membership with us. 

MSO.LIVE is a subscription-based video-on-demand service. It delivers virtual concerts, special events and musical experiences from the MSO, other Australian arts companies, and some of the world’s great orchestras. 

Select concerts are recorded and published on MSO.LIVE after editing and review, and in some cases are livestreamed. Should there be any concert livestreams, it will be announced to MSO.LIVE members. 

Gold FOTMSO Members receive a free MSO.Live subscription with their membership. Subscribers and Student Members receive a discounted membership. Customers can receive a 7-day free trial when signing up online. MSO subscribers receive a 33% discount on a 12-month MSO.LIVE memberships: $120 (equates to $10 per month) instead of the normal rate of $180. Discount codes are sent out on a monthly basis.

Some technical support can be provided by the MSO Box Office to MSO.LIVE subscribers. Some information is provided in the comments of this note. 

A link to MSO.LIVE can be found https://www.mso.live/
More information can be found https://www.mso.com.au/performance/mso-live"
Archive,Prefill Donation Complaints,"On our website, we currently have a suggested round off donation that appears in a customer's cart. As declining this involves setting the number to zero rather than a more typical 'No' button, we often get complaints or feedback from customers who didn't realise they donated. This can occur from right after they booked to days after. If this is the case, we can automatically refund this donation if that's what they desire and does not require a formal email or management clearance. We have created an email template for people who didn't accidentally donate but are complaining about the principle (in comments).  For complaints that didn't donate/weren't refunded, please log them as a Negative Feedback CSI with Website subtype. If we are refunding them, that requires an additional Payment - Refund Request CSI on top of a Feedback one if appropriate. "
Archive,Processing VIP Season Launch RSVPs Requests,"Patrons, Subscriber and Members have gotten a VIP RSVP email ahead of the 2025 season launch event (Wednesday 17/07/24)

https://app.asana.com/app/asana/-/get_asset?asset_id=1207535135086896


They have until  5pm Tuesday 9 July to click the link in the email to RSVP.

If any of these emails come through to Box Office inbox (usually forwarded from MSO@ email address), we can manually process the request on Tessi (We're not doing the comp tickets yet).

 In the Constituent's account, go Engagement → Activities → Add New Special Activity → Season 2025 Season Launch 17/07/24

https://app.asana.com/app/asana/-/get_asset?asset_id=1207535135086902

Then you can accept/decline the 2x ticket request accordingly. "
Archive,Team Leader - MSO@ inbox,"Junk Mail = Select All + Mark as Read + Delete
Deleted Auto Replies = Select All + Mark as Read + Delete

In Inbox, use arrow keys to tab down
If anything looks like it needs addressing, tag it with Box Office or RSVP


https://app.asana.com/app/asana/-/get_asset?asset_id=1206975289825988



Compare the email addresses of everything in the shortlist to recent emails in the BoxOffice inbox

Actioning MSO@ emails

    Delete everything in Junk Mail  
    Deleted everything in Deleted Auto Replies  
    In Inbox, use arrow keys to tab down 
        If anything looks like it needs addressing, tag it with Box Office or RSVP 
    Select all, and then unselect the emails with Box Office or RSVP tags before deleting, so those are the only ones that remain. 
    Anything that looks like an RSVP, please forward to Marta at comps@mso.com.au 
    Everything else - check to see if they've already emailed the proper Box Office inbox  
        If they haven't, then forward to boxoffice@mso.com.au 


https://app.asana.com/app/asana/-/get_asset?asset_id=1206975289825990

https://app.asana.com/app/asana/-/get_asset?asset_id=1206996825237955




"
Archive,Team Leaders - MSO.Live & Memberships Inbox,"    Identify any emails that need actioning
    Add a Red tag (so we can immediately spot it's been actioned)
    Forward email to Box Office inbox



https://app.asana.com/app/asana/-/get_asset?asset_id=1206975289826003


"
Archive,The Capitol RMIT,"Location: 113 Swanston Street, Melbourne
Enter via Capitol Arcade,
opposite Melbourne Town Hall

Parking: some metered and/or timed parking spaces are located along Russell, Exhibition and surrounding streets. There are also several nearby car parks, including Federation Square car park

Tram: Stop 6: Town Hall & Collins St – Routes 11, 12, 48, 109
Stop 11: Collins St & Swanston St – Routes 1, 3, 5, 6, 16, 64, 67, 72

Train: The Capitol is an approximately five-minute walk from Flinders Street Train Station or Melbourne Central Station.


Accessibility

Entrances
Enter The Capitol Arcade from Swanston Street or Howie Place. Halfway through the arcade there’s a lift (between the jeweller and the dry cleaner). Take the lift up to The Capitol’s Foyer level. From the Foyer, a separate lift provides access to the Theatre, Salon and Lounge levels inside The Capitol.
 
Parking
There are a number of accessible parking spaces located on Little Collins and surrounding streets. Parking is also available at a number of nearby car parks, including Fed Square car park, which has accessible car spaces on each level.
 
Toilets
Wheelchair accessible amenities are located on the Foyer level. Facilities include a baby change area.
 
Seating
The Capitol Theatre has eight wheelchair accessible spaces, accompanied by eight companion seats. Four of these spaces are accessible from the Foyer level. The remaining four spaces are accessible from the Salon level (Level 3) via the lift. Please ask our front of house staff for directions or to accompany you to one of these spaces if assistance is required.
 
Hearing Loop
The Capitol is equipped with a hearing loop throughout the building. Please ask our front of house staff for assistance if required.

Info taken from https://www.rmit.edu.au/thecapitol/visit"
Archive,St Patricks Cathedral,"Location: 1 Cathedral Pl, East Melbourne VIC 3002
Performances: Metropolis/MSO Chorus works, Occasional (infrequent use)

The space is run by Melbourne Catholic Diocese. It is used for occasional works. All ticketing and front of house provided by MSO. Doors open 75 minute prior to performance.

St Pat's is a general admission venue - no seat map available.
More information on St Pat's Cathedral is availablehttps://melbourneso.sharepoint.com/:w:/s/MarketingSales2/ES8emgEDwXBItZE_BmjtA_gBH4wAXr2FbaNTDgA-MXTzoQ?e=TmNqIc.

Lost property contact 03 9662 2233"
Archive,St Pauls Cathedral,"Location: Cnr Flinders St & Swanston St, Melbourne VIC 3000
Performances: Metropolis/MSO Chorus works, Occasional (infrequent use)

The space is run by St Paul's Cathedral. It is used for occasional works. All ticketing and front of house provided by MSO. Doors open 75 minute prior to performance.

St Paul's is a general admission venue - no seat map available.
More information on St Paul's Cathedral is availablehttps://melbourneso.sharepoint.com/:w:/s/MarketingSales2/EdqBbqPKf75Egv9v6XTopaMB6gvSTn7EWjry5uKo6zO6Ig?e=mpA0v9.

Lost property contact: +61 3 9653 4333"
Archive,Deakin Edge,"Location: Fed Square, Swanston St &, Flinders St, Melbourne VIC 3000
Performances: Occasional (infrequent use)

The space is run by Fed Square. It has been used for Chamber Series/Music and Ideas concerts when Iwaki hasn't been available. All ticketing and front of house provided by MSO.

Deakin Edge is a general admission venue - no seat map available.
More information on Deakin Edge is availablehttps://melbourneso.sharepoint.com/:w:/r/sites/MarketingSales2/_layouts/15/Doc.aspx?sourcedoc=%7B9BE62D70-9442-4632-BCBA-B5CCE226BF47%7D&file=F.%20Deakin%20Edge.docx&action=default&mobileredirect=true.

Lost property contact: info@fedsquare.com (email must contain details of item and date it was lost)"
2025 Refresher Training,W1 - Exchanges,"EXCHANGES:

    Exchanges can be initiated up to 3 hours before the concert starts, and must be complete in 3 business days → This should be included in communications to customers - email/verbal + CSI
    Most Exchanges has a Fee involved → please make sure you know the types of customer that have fee-free exchanges.
        Patron (PAT)
        MSO Guardian
        Subscribers (25S or 25C)
        FOTMSO Gold members (MF1)
        Student members (S25)
        Anyone with Staff price* tickets. 
    For non-subscribers wanting to exchange Classic Kids, Jams for Juniors and Open Rehearsal performances, only a single exchange fee applies rather than per person.  
    All steps should be noted in a CSI, so other team members can follow and action to finalize exchanges if needed.

THINGS TO REMEMBER:
    Exchanges must be done in a new order; this helps both us and the customer keep track of correct concerts.
    Always use Source - 477 (Exchange)
    Exchange orders need to be made in either Exchange SUB or Exchange NON SUB Mode of Sale (MOS)
    The NEW concert should be selected first ~ and then return the tickets to the one they cannot attend.
    ALWAYS - Clarify and Confirm how many tickets they were exchanging, and specific seats if known for those with multiple tickets.
    Don't forget to CSI the exchange details!!
    DO NOT return the tickets of the concert they cannot attend, until you have customer confirmation/approval to finalize the exchange.

BOX OFFICE MANUAL LINKS:
    https://app.asana.com/0/1206369590338123/1206500621771636
    https://app.asana.com/0/1206369590338123/1207320390331730

"
